日期,阶段,部门,具体任务,工时,项目编码,项目名称,labor_efficiency,收益（元）,采购成本（元）,盈利（元）,谈判状态
07/29-08/04,,深化部,施工图绘制,45.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,33.33333333333333,6876098.33,5241144.17,1634954.16,谈判中
08/05-08/11,,设计3部,"答疑会议,扩初设计",4.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,75.0,6876098.33,5241144.17,1634954.16,谈判中
08/05-08/11,,深化部,施工图绘制及修改,10.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,150.0,6876098.33,5241144.17,1634954.16,谈判中
08/12-08/18,,IT部,配合付鹏设备选型，增加设计区域，调整施工图,5.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,230.0,6876098.33,5241144.17,1634954.16,谈判中
08/12-08/18,,设计3部,图纸意见沟通会,2.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,150.0,6876098.33,5241144.17,1634954.16,谈判中
08/12-08/18,,深化部,根据甲方意见细化施工图纸,15.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,100.0,6876098.33,5241144.17,1634954.16,谈判中
08/26-09/01,,设计3部,材料确认会,3.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,100.0,6876098.33,5241144.17,1634954.16,谈判中
09/09-09/15,3. 施工阶段,设计3部,会议纪要,1.0,GS240037-HB02,邢台面粉厂片区改造一期地库设计项目,300.0,6876098.33,5241144.17,1634954.16,谈判中
07/29-08/04,,IT部,拉通甲方需求方，弱电方案全部推翻重新架构。绘制图纸、编辑设计变更单等。,23.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,26.08695652173913,866250.99,692215.87,174035.12,成功签约
07/29-08/04,,IT部,现场沟通，调整材料设备确认单，材料下单等,7.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,85.71428571428571,866250.99,692215.87,174035.12,成功签约
07/29-08/04,,采购部,"材料样板 设计选样,供应商询价",4.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,25.0,866250.99,692215.87,174035.12,成功签约
07/29-08/04,,设计1部,"施工配合,商务报价",7.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,50.0,866250.99,692215.87,174035.12,成功签约
07/29-08/04,,预算部,施工项目：(8小时）,8.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,50.0,866250.99,692215.87,174035.12,成功签约
08/05-08/11,,IT部,沟通增项报价，和现场师傅沟通解决现场问题。,3.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,200.0,866250.99,692215.87,174035.12,成功签约
08/05-08/11,,IT部,对现场答疑，出具变更图纸及清单,3.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,200.0,866250.99,692215.87,174035.12,成功签约
08/05-08/11,,采购部,材料下单,2.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,50.0,866250.99,692215.87,174035.12,成功签约
08/05-08/11,,机电部,现场沟通绘制变更图纸,8.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
08/05-08/11,,设计1部,施工配合,5.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,70.0,866250.99,692215.87,174035.12,成功签约
08/05-08/11,,预算部,施工项目：(16h）,16.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,25.0,866250.99,692215.87,174035.12,成功签约
08/12-08/18,,采购部,"供货完成,结算阶段",2.5,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,40.0,866250.99,692215.87,174035.12,成功签约
08/12-08/18,,设计1部,,3.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,116.66666666666669,866250.99,692215.87,174035.12,成功签约
08/12-08/18,,预算部,施工项目：(4h）,4.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
08/19-08/25,,IT部,根据客户新需求，出图变更图,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,600.0,866250.99,692215.87,174035.12,成功签约
08/19-08/25,,IT部,材料设备确认，下单，和劳务沟通施工进度计划,6.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
08/19-08/25,,采购部,材料下单,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
08/19-08/25,,设计1部,施工配合,12.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,29.166666666666668,866250.99,692215.87,174035.12,成功签约
08/19-08/25,,深化部,施工图绘制,10.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,55.00000000000001,866250.99,692215.87,174035.12,成功签约
08/19-08/25,,预算部,施工项目：(1h）,4.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
08/26-09/01,,IT部,安排工人实施，沟通甲方调试人员等,6.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
08/26-09/01,,采购部,材料下单,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
08/26-09/01,,设计1部,施工配合,4.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,87.5,866250.99,692215.87,174035.12,成功签约
08/26-09/01,,深化部,施工图纸调整,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,550.0,866250.99,692215.87,174035.12,成功签约
08/26-09/01,,预算部,在施项目（20h） 1.编制清单，2.组价 3.发送邮件给到商务，4.根据沟通调整报价 5.出4层及五层的成本控制测算,20.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,20.0,866250.99,692215.87,174035.12,成功签约
09/02-09/08,,采购部,货期跟进,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
09/02-09/08,4. 竣工阶段,设计1部,施工配合,2.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,175.0,866250.99,692215.87,174035.12,成功签约
09/02-09/08,3. 施工阶段,预算部,施工项目：(2h）,2.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,200.0,866250.99,692215.87,174035.12,成功签约
09/09-09/15,3. 施工阶段,采购部,货期跟进,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
09/09-09/15,3. 施工阶段,设计1部,施工配合,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,350.0,866250.99,692215.87,174035.12,成功签约
09/16-09/22,3. 施工阶段,采购部,货期跟进,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
09/23-09/29,4. 竣工阶段,采购部,供货完成,1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
09/23-09/29,4. 竣工阶段,设计1部,"施工配合,需求对接",1.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,350.0,866250.99,692215.87,174035.12,成功签约
09/23-09/29,3. 施工阶段,预算部,根据设计思迪意见调整报价1.更新报价清单，将独立办公室内容调整成为机房变更 报价,4.0,GS240043-HZ01,杭州HZ乐华娱乐杭州星澜里4号楼10F项目,100.0,866250.99,692215.87,174035.12,成功签约
07/29-08/04,,IT部,绘制A栋、C栋弱电施工图,6.0,GS240071-GD05,海淀文化艺术大厦设计项目,241.66666666666663,1136035.0,908942.0,227093.0,进行中
07/29-08/04,,采购部,"材料样板 设计选样,材料询价",18.0,GS240071-GD05,北京市海淀区北清路 81号院一区A1号楼20层实验室配电箱更换电缆,100.0,6250.0,5000.0,1250.0,进行中
07/29-08/04,,机电部,C栋机电图纸绘制,93.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,100.0,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,设计2部,"效果方案,物料手册,扩初设计交底",50.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,62.0,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,设计2部,施工投标配合,18.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,172.22222222222223,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,深化部,C栋A栋施工图绘制，C栋户型施工图修改（10h），C栋宿舍楼平面类图纸修改（4h）,146.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,48.97260273972603,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,业务部Lina,"清标，优化方案，最总报价1048W,利润率5%。与金鼎施工方总价差300W，低于我们成本价，落标",24.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,10.416666666666668,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,业务部Lina,AcD方案调整后确认，申请进度款,2.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,125.0,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,预算部,施工项目投标阶段（24.0小时）,24.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,95.83333333333334,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,预算部,投标阶段（22小时）,22.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,104.54545454545456,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,预算部,投标阶段,28.5,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,80.7017543859649,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,预算部,投标阶段（20小时）,20.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,115.0,28176430.93,28620661.86,-444230.93,进行中
07/29-08/04,,预算部,投标阶段（38小时）,40.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,57.49999999999999,28176430.93,28620661.86,-444230.93,进行中
08/05-08/11,,IT部,调整A栋图纸，绘制C栋图纸，调整园区网络架构等。,39.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,37.17948717948718,28176430.93,28620661.86,-444230.93,进行中
08/05-08/11,,机电部,A、C栋机电图纸绘制,54.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,172.22222222222223,28176430.93,28620661.86,-444230.93,进行中
08/05-08/11,,深化部,A、C栋施工图绘制,167.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,42.81437125748503,28176430.93,28620661.86,-444230.93,进行中
08/05-08/11,,业务部Lina,CAD方案调整后确认，申请进度款,12.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,20.833333333333336,28176430.93,28620661.86,-444230.93,进行中
08/12-08/18,,IT部,ACD栋需求沟通，图纸绘制，内部审核等,42.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,34.523809523809526,28176430.93,28620661.86,-444230.93,进行中
08/12-08/18,,机电部,A、C栋机电施工图纸绘制,110.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,84.54545454545455,28176430.93,28620661.86,-444230.93,进行中
08/12-08/18,,设计2部,"效果方案更新,物料手册,疑问清单,施工答疑配合,施工图节点配合",31.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,100.0,28176430.93,28620661.86,-444230.93,进行中
08/12-08/18,,深化部,A栋C栋施工图绘制，D栋设计变更绘制,155.0,GS240071-GD05,阿里华谊兄弟办公室餐饮办公会所设计项目,46.12903225806452,28176430.93,28620661.86,-444230.93,进行中
08/12-08/18,,业务部Lina,申请设计费至效果图阶段，设计交底阶段,2.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,125.0,13124163.85,10489933.08,2634230.77,谈判中
08/12-08/18,,预算部,设计项目（1h）,1.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,2300.0,13124163.85,10489933.08,2634230.77,谈判中
08/19-08/25,,IT部,内部交底会。根据最新方案，调整D栋弱电施工图。,23.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,63.04347826086957,13124163.85,10489933.08,2634230.77,谈判中
08/19-08/25,,机电部,C栋机电图纸绘制，D栋机电图纸根据平面图调整,113.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,82.30088495575221,13124163.85,10489933.08,2634230.77,谈判中
08/19-08/25,,设计2部,"效果方案更新,团队内部会议,内部方案沟通",33.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,93.93939393939394,13124163.85,10489933.08,2634230.77,谈判中
08/19-08/25,,深化部,C栋餐厅图纸调整施工范围（返工），D栋设计变更图纸绘制，A栋图纸答疑等。,113.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,63.27433628318584,13124163.85,10489933.08,2634230.77,谈判中
08/19-08/25,,业务部Lina,申请效果图进度款已付款，发票待开,1.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,250.0,13124163.85,10489933.08,2634230.77,谈判中
08/26-09/01,,设计2部,效果方案,48.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,64.58333333333334,13124163.85,10489933.08,2634230.77,谈判中
08/26-09/01,,深化部,D栋设计变更图纸绘制,30.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,238.33333333333331,13124163.85,10489933.08,2634230.77,谈判中
08/26-09/01,,业务部Lina,效果图进度款已支付，下周准备施工图进度款申请,2.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,125.0,13124163.85,10489933.08,2634230.77,谈判中
09/02-09/08,2. 设计阶段,IT部,内部沟通会,1.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,1450.0,13124163.85,10489933.08,2634230.77,谈判中
09/02-09/08,2. 设计阶段,设计2部,"整理蓝图,效果方案更新,商务对接,展厅方案",28.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,110.71428571428572,13124163.85,10489933.08,2634230.77,谈判中
09/02-09/08,,深化部,图纸答疑配合回复,1.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,7150.0,13124163.85,10489933.08,2634230.77,谈判中
09/02-09/08,,业务部Lina,施工图已快递，申请施工图进度款,3.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,83.33333333333334,13124163.85,10489933.08,2634230.77,谈判中
09/09-09/15,3. 施工阶段,设计2部,"效果方案更新,方案沟通,展厅方案设计",34.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,91.17647058823528,13124163.85,10489933.08,2634230.77,谈判中
09/09-09/15,3. 施工阶段,深化部,A东5层设计变更图纸绘制,3.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,2383.333333333333,13124163.85,10489933.08,2634230.77,谈判中
09/09-09/15,2. 设计阶段,业务部Lina,已申请施工图进度款，待审批,3.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,83.33333333333334,13124163.85,10489933.08,2634230.77,谈判中
09/16-09/22,2. 设计阶段,设计2部,"效果方案,施工配合,展厅方案设计",17.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,182.35294117647055,13124163.85,10489933.08,2634230.77,谈判中
09/16-09/22,2. 设计阶段,业务部Lina,已申请施工图进度款，待审批,1.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,250.0,13124163.85,10489933.08,2634230.77,谈判中
09/23-09/29,2. 设计阶段,IT部,C栋向施工方进行交底,3.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,483.3333333333333,13124163.85,10489933.08,2634230.77,谈判中
09/23-09/29,3. 施工阶段,机电部,C栋线上交底，配合现场绘制ACD栋冷热水点位图,9.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,1033.3333333333337,13124163.85,10489933.08,2634230.77,谈判中
09/23-09/29,2. 设计阶段,设计2部,"效果方案,设计交底,展厅方案设计",8.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,387.5,13124163.85,10489933.08,2634230.77,谈判中
09/23-09/29,3. 施工阶段,深化部,施工交底,3.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,2383.333333333333,13124163.85,10489933.08,2634230.77,谈判中
09/23-09/29,2. 设计阶段,业务部Lina,已申请施工图进度款，待审批，设计C栋交底,3.0,GS240071-GD05,冠宇达顺德厂房创研楼施工项目D栋,83.33333333333334,13124163.85,10489933.08,2634230.77,谈判中
07/29-08/04,,IT部,根据设计方案、接收新图纸，提出答疑文件,3.0,GS240073-GD06,华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,100.0,,,0.0,进行中
07/29-08/04,,设计2部,"扩初设计交底,家具方案",44.0,GS240073-GD06,华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,36.36363636363637,,,0.0,进行中
07/29-08/04,,业务部Lina,需做面积签署确认，走合同流程,2.0,GS240073-GD06,华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,100.0,,,0.0,进行中
08/05-08/11,,IT部,沟通需求，绘制弱电图纸。,5.0,GS240073-GD06,华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,60.0,,,0.0,进行中
08/05-08/11,,机电部,机电全专业施工图绘制,8.0,GS240073-GD06,华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,100.0,,,0.0,进行中
08/05-08/11,,设计2部,"物料手册,扩初设计交底",10.0,GS240073-GD06,华南农业大学珠江学院从化校区1A1B宿舍装修设计项目,160.0,,,0.0,进行中
